total,pde,data,ic,bc,amplitude,lr
0.3588496446609497,2983692.25,0.0035271341912448406,0.006161362398415804,0.006036590784788132,0.0037248844746500254,0.001
0.3338971436023712,2952553.25,0.003278968157246709,0.006213249173015356,0.005715108942240477,0.0036150116939097643,0.001
0.3219536244869232,2794284.25,0.0031634073238819838,0.005748370662331581,0.0054072909988462925,0.0035049086436629295,0.001
0.2926469147205353,2568185.25,0.00287046586163342,0.005380831193178892,0.0057538594119250774,0.0033004125580191612,0.001
0.2806418836116791,2648634.0,0.0027564221527427435,0.005079151131212711,0.004855393432080746,0.0032406155951321125,0.001
0.2687378525733948,2607461.5,0.002638408215716481,0.004901823587715626,0.00482935132458806,0.003143593203276396,0.001
0.24957747757434845,2493488.5,0.002447337144985795,0.0048926291055977345,0.004732565488666296,0.003116216277703643,0.001
0.23718221485614777,2489014.25,0.002327674301341176,0.00451572984457016,0.004253721330314875,0.003006050130352378,0.001
0.22748512029647827,2465215.5,0.0022309685591608286,0.004244503565132618,0.004471242893487215,0.0030385837890207767,0.001
0.21753042936325073,2368744.5,0.002133563393726945,0.004204331431537867,0.0040845139883458614,0.002964969025924802,0.001
0.2138824760913849,2301637.25,0.002097300486639142,0.004084024578332901,0.004161113407462835,0.0029862262308597565,0.001
0.19929489493370056,2302235.75,0.0019532963633537292,0.0040480270981788635,0.0038254314567893744,0.002853021491318941,0.001
0.19189433753490448,2203587.5,0.001880600000731647,0.003854586509987712,0.0037578658666461706,0.0028114519082009792,0.001
0.18195536732673645,2274849.5,0.0017803233349695802,0.003967908211052418,0.0038218293339014053,0.0028164624236524105,0.001
0.17713943123817444,2046960.25,0.0017341376515105367,0.0037434634286910295,0.0036524247843772173,0.0027717123739421368,0.001
0.17034956812858582,2111232.75,0.001668559038080275,0.0035193755757063627,0.0034119817428290844,0.0027986434288322926,0.001
0.16502363979816437,2074467.0,0.0016150885494425893,0.0036066921893507242,0.003368890145793557,0.002698301337659359,0.001
0.16073215007781982,1956753.125,0.0015738883521407843,0.0033204257488250732,0.003311420325189829,0.0027381577529013157,0.001
0.1521073430776596,2000800.625,0.0014886088902130723,0.003124940674751997,0.00331421522423625,0.002687206957489252,0.001
0.14810487627983093,1856496.125,0.0014488918241113424,0.0032369906548410654,0.003140707965940237,0.002684773411601782,0.001
